Stock,ProbMethod,HistoricalPeakThreshold,CurrentProb_Bin,DTE_Bin,RecoveryCandidate_N,RecoveryCandidate_WorthlessCount,RecoveryCandidate_WorthlessRate_pct,AllOptions_N,AllOptions_WorthlessCount,AllOptions_WorthlessRate_pct,RecoveryAdvantage_pp
NCC AB ser. B,Bayesian Calibrated,0.9,70-80%,29-35,40,36,90.0,45,38,84.44444444444444,5.555555555555557
NCC AB ser. B,Bayesian Calibrated,0.9,50-60%,8-14,8,6,75.0,15,9,60.0,15.0
NCC AB ser. B,Bayesian Calibrated,0.9,50-60%,15-21,13,12,92.3076923076923,35,23,65.71428571428571,26.5934065934066
NCC AB ser. B,Bayesian Calibrated,0.9,50-60%,36+,25,20,80.0,31,21,67.74193548387096,12.25806451612904
NCC AB ser. B,Bayesian Calibrated,0.9,50-60%,29-35,30,22,73.33333333333333,36,25,69.44444444444444,3.8888888888888857
NCC AB ser. B,Bayesian Calibrated,0.9,50-60%,22-28,31,29,93.54838709677419,60,38,63.33333333333333,30.215053763440864
NCC AB ser. B,Bayesian Calibrated,0.9,60-70%,8-14,19,15,78.94736842105263,64,44,68.75,10.19736842105263
NCC AB ser. B,Bayesian Calibrated,0.9,60-70%,15-21,28,26,92.85714285714286,52,37,71.15384615384616,21.7032967032967
NCC AB ser. B,Bayesian Calibrated,0.9,60-70%,36+,32,24,75.0,33,24,72.72727272727273,2.2727272727272663
NCC AB ser. B,Bayesian Calibrated,0.9,60-70%,29-35,23,19,82.6086956521739,29,23,79.3103448275862,3.2983508245877005
NCC AB ser. B,Bayesian Calibrated,0.9,60-70%,22-28,44,37,84.0909090909091,61,41,67.21311475409836,16.877794336810737
NCC AB ser. B,Bayesian Calibrated,0.9,60-70%,0-7,13,12,92.3076923076923,57,40,70.17543859649122,22.132253711201088
Nordea Bank Abp,Bayesian Calibrated,0.9,80-90%,0-7,85,76,89.41176470588236,151,123,81.45695364238411,7.954811063498255
Nordea Bank Abp,Bayesian Calibrated,0.9,80-90%,8-14,219,201,91.78082191780823,284,242,85.2112676056338,6.569554312174432
Nordea Bank Abp,Bayesian Calibrated,0.9,80-90%,15-21,216,195,90.27777777777779,250,208,83.2,7.077777777777783
Nordea Bank Abp,Bayesian Calibrated,0.9,80-90%,22-28,135,130,96.29629629629629,150,135,90.0,6.2962962962962905
Nordea Bank Abp,Bayesian Calibrated,0.9,80-90%,36+,227,210,92.51101321585902,249,217,87.14859437751004,5.362418838348987
Nordea Bank Abp,Bayesian Calibrated,0.9,80-90%,29-35,19,19,100.0,22,19,86.36363636363636,13.63636363636364
Nordea Bank Abp,Bayesian Calibrated,0.9,70-80%,0-7,98,83,84.6938775510204,226,179,79.20353982300885,5.4903377280115535
Nordea Bank Abp,Bayesian Calibrated,0.9,70-80%,8-14,142,131,92.25352112676056,214,171,79.90654205607477,12.34697907068579
Nordea Bank Abp,Bayesian Calibrated,0.9,70-80%,15-21,192,174,90.625,271,199,73.43173431734317,17.19326568265683
Nordea Bank Abp,Bayesian Calibrated,0.9,70-80%,22-28,60,57,95.0,71,60,84.50704225352112,10.49295774647888
Nordea Bank Abp,Bayesian Calibrated,0.9,70-80%,36+,105,91,86.66666666666667,117,96,82.05128205128204,4.615384615384627
Nordea Bank Abp,Bayesian Calibrated,0.9,70-80%,29-35,35,32,91.42857142857143,40,33,82.5,8.92857142857143
Nordea Bank Abp,Bayesian Calibrated,0.9,60-70%,0-7,70,58,82.85714285714286,153,108,70.58823529411765,12.26890756302521
Nordea Bank Abp,Bayesian Calibrated,0.9,60-70%,8-14,153,142,92.81045751633987,277,201,72.56317689530685,20.247280621033013
Nordea Bank Abp,Bayesian Calibrated,0.9,60-70%,15-21,121,107,88.42975206611571,190,127,66.84210526315789,21.58764680295782
Nordea Bank Abp,Bayesian Calibrated,0.9,60-70%,29-35,27,25,92.5925925925926,35,25,71.42857142857143,21.164021164021165
Nordea Bank Abp,Bayesian Calibrated,0.9,50-60%,0-7,81,65,80.24691358024691,209,137,65.55023923444976,14.696674345797149
Nordea Bank Abp,Bayesian Calibrated,0.9,50-60%,8-14,75,66,88.0,160,100,62.5,25.5
Nordea Bank Abp,Bayesian Calibrated,0.9,50-60%,15-21,86,81,94.18604651162791,160,107,66.875,27.311046511627907
Nordea Bank Abp,Bayesian Calibrated,0.9,50-60%,22-28,45,41,91.11111111111111,59,45,76.27118644067797,14.839924670433149
Nordea Bank Abp,Bayesian Calibrated,0.9,50-60%,36+,22,15,68.18181818181817,32,18,56.25,11.931818181818173
Nordea Bank Abp,Bayesian Calibrated,0.9,50-60%,29-35,14,14,100.0,15,14,93.33333333333333,6.666666666666671
New Wave Group AB ser. B,Bayesian Calibrated,0.9,60-70%,0-7,4,4,100.0,47,30,63.829787234042556,36.170212765957444
New Wave Group AB ser. B,Bayesian Calibrated,0.9,60-70%,15-21,4,3,75.0,20,13,65.0,10.0
New Wave Group AB ser. B,Bayesian Calibrated,0.9,60-70%,36+,106,87,82.0754716981132,164,116,70.73170731707317,11.343764381040032
New Wave Group AB ser. B,Bayesian Calibrated,0.9,60-70%,22-28,12,11,91.66666666666666,42,31,73.80952380952381,17.857142857142847
New Wave Group AB ser. B,Bayesian Calibrated,0.9,60-70%,8-14,8,6,75.0,36,22,61.111111111111114,13.888888888888886
New Wave Group AB ser. B,Bayesian Calibrated,0.9,60-70%,29-35,11,11,100.0,16,12,75.0,25.0
New Wave Group AB ser. B,Bayesian Calibrated,0.9,80-90%,15-21,16,16,100.0,37,34,91.8918918918919,8.108108108108098
New Wave Group AB ser. B,Bayesian Calibrated,0.9,80-90%,22-28,21,18,85.71428571428571,26,22,84.61538461538461,1.098901098901095
New Wave Group AB ser. B,Bayesian Calibrated,0.9,80-90%,36+,151,132,87.41721854304636,165,140,84.84848484848484,2.568733694561516
New Wave Group AB ser. B,Bayesian Calibrated,0.9,80-90%,8-14,6,6,100.0,28,28,100.0,0.0
New Wave Group AB ser. B,Bayesian Calibrated,0.9,80-90%,29-35,28,26,92.85714285714286,34,27,79.41176470588235,13.445378151260513
New Wave Group AB ser. B,Bayesian Calibrated,0.9,80-90%,0-7,1,1,100.0,10,7,70.0,30.0
New Wave Group AB ser. B,Bayesian Calibrated,0.9,50-60%,15-21,2,2,100.0,16,11,68.75,31.25
New Wave Group AB ser. B,Bayesian Calibrated,0.9,50-60%,0-7,4,3,75.0,28,17,60.71428571428571,14.285714285714292
New Wave Group AB ser. B,Bayesian Calibrated,0.9,50-60%,36+,73,59,80.82191780821918,152,90,59.210526315789465,21.611391492429718
New Wave Group AB ser. B,Bayesian Calibrated,0.9,50-60%,22-28,11,11,100.0,36,26,72.22222222222221,27.777777777777786
New Wave Group AB ser. B,Bayesian Calibrated,0.9,50-60%,8-14,9,6,66.66666666666666,55,27,49.09090909090909,17.575757575757564
New Wave Group AB ser. B,Bayesian Calibrated,0.9,50-60%,29-35,10,7,70.0,20,12,60.0,10.0
New Wave Group AB ser. B,Bayesian Calibrated,0.9,70-80%,0-7,3,3,100.0,26,22,84.61538461538461,15.384615384615387
New Wave Group AB ser. B,Bayesian Calibrated,0.9,70-80%,15-21,6,5,83.33333333333334,23,16,69.56521739130434,13.768115942028999
New Wave Group AB ser. B,Bayesian Calibrated,0.9,70-80%,22-28,24,20,83.33333333333334,41,35,85.36585365853658,-2.0325203252032367
New Wave Group AB ser. B,Bayesian Calibrated,0.9,70-80%,36+,122,103,84.42622950819673,146,113,77.3972602739726,7.028969234224121
New Wave Group AB ser. B,Bayesian Calibrated,0.9,70-80%,29-35,18,18,100.0,33,25,75.75757575757575,24.24242424242425
New Wave Group AB ser. B,Bayesian Calibrated,0.9,70-80%,8-14,6,6,100.0,36,25,69.44444444444444,30.555555555555557
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,60-70%,0-7,13,9,69.23076923076923,242,143,59.09090909090909,10.139860139860133
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,60-70%,15-21,27,23,85.18518518518519,194,132,68.04123711340206,17.14394807178313
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,60-70%,8-14,38,31,81.57894736842105,348,219,62.93103448275862,18.647912885662436
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,60-70%,36+,168,138,82.14285714285714,253,163,64.42687747035573,17.715979672501405
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,60-70%,29-35,13,10,76.92307692307693,25,18,72.0,4.923076923076934
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,60-70%,22-28,22,17,77.27272727272727,80,44,55.00000000000001,22.27272727272726
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,80-90%,15-21,37,32,86.48648648648648,229,174,75.9825327510917,10.503953735394788
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,80-90%,0-7,30,23,76.66666666666667,220,152,69.0909090909091,7.575757575757578
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,80-90%,8-14,16,15,93.75,131,100,76.33587786259542,17.414122137404576
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,80-90%,36+,235,207,88.08510638297872,297,235,79.12457912457911,8.960527258399608
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,80-90%,29-35,19,16,84.21052631578947,29,22,75.86206896551724,8.348457350272227
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,80-90%,22-28,13,9,69.23076923076923,34,21,61.76470588235294,7.466063348416284
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,70-80%,15-21,37,29,78.37837837837837,163,120,73.61963190184049,4.75874647653788
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,70-80%,8-14,50,41,82.0,287,204,71.0801393728223,10.919860627177698
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,70-80%,36+,74,64,86.48648648648648,89,70,78.65168539325843,7.834801093228052
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,70-80%,0-7,3,3,100.0,15,10,66.66666666666666,33.33333333333334
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,70-80%,22-28,42,35,83.33333333333334,91,61,67.03296703296702,16.30036630036632
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,70-80%,29-35,11,10,90.9090909090909,13,12,92.3076923076923,-1.3986013986014
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,50-60%,15-21,24,20,83.33333333333334,232,136,58.620689655172406,24.712643678160937
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,50-60%,0-7,25,19,76.0,354,187,52.824858757062145,23.175141242937855
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,50-60%,8-14,18,14,77.77777777777779,246,128,52.03252032520326,25.745257452574528
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,50-60%,36+,87,66,75.86206896551724,164,92,56.09756097560976,19.76450798990748
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,50-60%,22-28,34,26,76.47058823529412,108,54,50.0,26.470588235294116
NIBE Industrier AB ser. B,Bayesian Calibrated,0.9,50-60%,29-35,20,14,70.0,28,17,60.71428571428571,9.285714285714292
Nokia Corporation,Bayesian Calibrated,0.9,50-60%,36+,0,0,,20,20,100.0,
Nokia Corporation,Bayesian Calibrated,0.9,50-60%,15-21,0,0,,2,2,100.0,
Nokia Corporation,Bayesian Calibrated,0.9,50-60%,8-14,0,0,,7,7,100.0,
Nokia Corporation,Bayesian Calibrated,0.9,50-60%,0-7,0,0,,5,4,80.0,
Nokia Corporation,Bayesian Calibrated,0.9,70-80%,36+,0,0,,5,5,100.0,
Nokia Corporation,Bayesian Calibrated,0.9,70-80%,0-7,0,0,,3,3,100.0,
Nokia Corporation,Bayesian Calibrated,0.9,60-70%,36+,0,0,,1,1,100.0,
Nokia Corporation,Bayesian Calibrated,0.9,60-70%,0-7,0,0,,9,8,88.88888888888889,
Nokia Corporation,Bayesian Calibrated,0.9,60-70%,8-14,0,0,,10,10,100.0,
Nokia Corporation,Bayesian Calibrated,0.9,80-90%,8-14,0,0,,2,2,100.0,
Orrön Energy AB,Bayesian Calibrated,0.9,60-70%,36+,0,0,,21,12,57.14285714285714,
Orrön Energy AB,Bayesian Calibrated,0.9,60-70%,15-21,0,0,,6,3,50.0,
Orrön Energy AB,Bayesian Calibrated,0.9,60-70%,8-14,0,0,,1,1,100.0,
Orrön Energy AB,Bayesian Calibrated,0.9,60-70%,29-35,0,0,,13,8,61.53846153846154,
Orrön Energy AB,Bayesian Calibrated,0.9,60-70%,22-28,0,0,,4,1,25.0,
Orrön Energy AB,Bayesian Calibrated,0.9,70-80%,36+,0,0,,31,16,51.61290322580645,
Orrön Energy AB,Bayesian Calibrated,0.9,70-80%,29-35,0,0,,14,9,64.28571428571429,
Orrön Energy AB,Bayesian Calibrated,0.9,80-90%,8-14,0,0,,2,2,100.0,
Orrön Energy AB,Bayesian Calibrated,0.9,50-60%,22-28,0,0,,20,9,45.0,
Orrön Energy AB,Bayesian Calibrated,0.9,50-60%,15-21,0,0,,7,1,14.285714285714285,
Orrön Energy AB,Bayesian Calibrated,0.9,50-60%,36+,0,0,,34,14,41.17647058823529,
Orrön Energy AB,Bayesian Calibrated,0.9,50-60%,8-14,0,0,,7,3,42.857142857142854,
Orrön Energy AB,Bayesian Calibrated,0.9,50-60%,29-35,0,0,,10,5,50.0,
SAAB AB ser. B,Bayesian Calibrated,0.9,80-90%,0-7,79,74,93.67088607594937,242,209,86.36363636363636,7.307249712313009
SAAB AB ser. B,Bayesian Calibrated,0.9,80-90%,29-35,39,34,87.17948717948718,47,36,76.59574468085107,10.583742498636113
SAAB AB ser. B,Bayesian Calibrated,0.9,80-90%,22-28,59,55,93.22033898305084,77,61,79.22077922077922,13.999559762271616
SAAB AB ser. B,Bayesian Calibrated,0.9,80-90%,15-21,58,56,96.55172413793103,68,59,86.76470588235294,9.78701825557809
SAAB AB ser. B,Bayesian Calibrated,0.9,80-90%,8-14,188,171,90.95744680851064,287,244,85.01742160278745,5.940025205723188
SAAB AB ser. B,Bayesian Calibrated,0.9,80-90%,36+,221,204,92.3076923076923,238,208,87.39495798319328,4.912734324499027
SAAB AB ser. B,Bayesian Calibrated,0.9,70-80%,0-7,52,40,76.92307692307693,162,112,69.1358024691358,7.787274453941137
SAAB AB ser. B,Bayesian Calibrated,0.9,70-80%,29-35,37,33,89.1891891891892,53,40,75.47169811320755,13.717491075981641
SAAB AB ser. B,Bayesian Calibrated,0.9,70-80%,22-28,49,47,95.91836734693877,72,55,76.38888888888889,19.52947845804988
SAAB AB ser. B,Bayesian Calibrated,0.9,70-80%,15-21,60,54,90.0,82,58,70.73170731707317,19.268292682926827
SAAB AB ser. B,Bayesian Calibrated,0.9,70-80%,8-14,116,114,98.27586206896551,251,207,82.47011952191235,15.805742547053157
SAAB AB ser. B,Bayesian Calibrated,0.9,70-80%,36+,179,162,90.5027932960894,215,169,78.6046511627907,11.898142133298691
SAAB AB ser. B,Bayesian Calibrated,0.9,60-70%,0-7,17,15,88.23529411764706,78,53,67.94871794871796,20.286576168929102
SAAB AB ser. B,Bayesian Calibrated,0.9,60-70%,22-28,60,53,88.33333333333333,79,60,75.9493670886076,12.383966244725727
SAAB AB ser. B,Bayesian Calibrated,0.9,60-70%,8-14,18,17,94.44444444444444,28,22,78.57142857142857,15.873015873015873
SAAB AB ser. B,Bayesian Calibrated,0.9,60-70%,15-21,59,58,98.30508474576271,104,73,70.1923076923077,28.11277705345502
SAAB AB ser. B,Bayesian Calibrated,0.9,60-70%,29-35,20,17,85.0,28,19,67.85714285714286,17.14285714285714
SAAB AB ser. B,Bayesian Calibrated,0.9,60-70%,36+,44,32,72.72727272727273,53,35,66.0377358490566,6.689536878216131
Sagax AB B,Bayesian Calibrated,0.9,70-80%,0-7,12,12,100.0,37,34,91.8918918918919,8.108108108108098
Sagax AB B,Bayesian Calibrated,0.9,70-80%,36+,106,87,82.0754716981132,137,101,73.72262773722628,8.35284396088693
Sagax AB B,Bayesian Calibrated,0.9,70-80%,22-28,20,17,85.0,52,37,71.15384615384616,13.84615384615384
Sagax AB B,Bayesian Calibrated,0.9,70-80%,15-21,10,7,70.0,27,15,55.55555555555556,14.444444444444443
Sagax AB B,Bayesian Calibrated,0.9,70-80%,29-35,18,16,88.88888888888889,37,27,72.97297297297297,15.915915915915917
Sagax AB B,Bayesian Calibrated,0.9,70-80%,8-14,7,6,85.71428571428571,27,23,85.18518518518519,0.5291005291005177
Sagax AB B,Bayesian Calibrated,0.9,60-70%,15-21,16,14,87.5,47,32,68.08510638297872,19.414893617021278
Sagax AB B,Bayesian Calibrated,0.9,60-70%,36+,85,67,78.82352941176471,125,82,65.60000000000001,13.223529411764702
Sagax AB B,Bayesian Calibrated,0.9,60-70%,8-14,7,7,100.0,33,24,72.72727272727273,27.272727272727266
Sagax AB B,Bayesian Calibrated,0.9,60-70%,22-28,29,24,82.75862068965517,78,50,64.1025641025641,18.656056587091072
Sagax AB B,Bayesian Calibrated,0.9,60-70%,29-35,19,15,78.94736842105263,44,26,59.09090909090909,19.856459330143537
Sagax AB B,Bayesian Calibrated,0.9,60-70%,0-7,4,4,100.0,12,9,75.0,25.0
Sagax AB B,Bayesian Calibrated,0.9,80-90%,15-21,18,15,83.33333333333334,34,27,79.41176470588235,3.921568627450995
Sagax AB B,Bayesian Calibrated,0.9,80-90%,36+,165,147,89.0909090909091,190,161,84.73684210526315,4.354066985645943
Sagax AB B,Bayesian Calibrated,0.9,80-90%,22-28,34,28,82.35294117647058,66,50,75.75757575757575,6.595365418894829
Sagax AB B,Bayesian Calibrated,0.9,80-90%,29-35,24,23,95.83333333333334,42,37,88.09523809523809,7.738095238095255
Sagax AB B,Bayesian Calibrated,0.9,80-90%,8-14,5,4,80.0,34,26,76.47058823529412,3.529411764705884
Sagax AB B,Bayesian Calibrated,0.9,80-90%,0-7,1,1,100.0,6,5,83.33333333333334,16.666666666666657
Sagax AB B,Bayesian Calibrated,0.9,50-60%,15-21,4,3,75.0,38,21,55.26315789473685,19.73684210526315
Sagax AB B,Bayesian Calibrated,0.9,50-60%,36+,82,64,78.04878048780488,151,82,54.3046357615894,23.744144726215474
Sagax AB B,Bayesian Calibrated,0.9,50-60%,22-28,16,12,75.0,60,33,55.00000000000001,19.999999999999993
Sagax AB B,Bayesian Calibrated,0.9,50-60%,29-35,17,14,82.35294117647058,36,22,61.111111111111114,21.241830065359466
Sagax AB B,Bayesian Calibrated,0.9,50-60%,8-14,5,4,80.0,24,11,45.83333333333333,34.16666666666667
Sagax AB B,Bayesian Calibrated,0.9,50-60%,0-7,8,7,87.5,16,13,81.25,6.25
Sandvik AB,Bayesian Calibrated,0.9,80-90%,0-7,135,126,93.33333333333333,274,239,87.22627737226277,6.107055961070557
Sandvik AB,Bayesian Calibrated,0.9,80-90%,8-14,216,199,92.12962962962963,316,270,85.44303797468355,6.686591654946085
Sandvik AB,Bayesian Calibrated,0.9,80-90%,15-21,257,228,88.715953307393,317,267,84.22712933753942,4.48882396985357
Sandvik AB,Bayesian Calibrated,0.9,80-90%,22-28,109,105,96.3302752293578,126,114,90.47619047619048,5.854084753167314
Sandvik AB,Bayesian Calibrated,0.9,80-90%,36+,193,179,92.74611398963731,205,179,87.3170731707317,5.429040818905605
Sandvik AB,Bayesian Calibrated,0.9,80-90%,29-35,34,34,100.0,35,34,97.14285714285714,2.857142857142861
Sandvik AB,Bayesian Calibrated,0.9,70-80%,0-7,63,57,90.47619047619048,123,102,82.92682926829268,7.549361207897803
Sandvik AB,Bayesian Calibrated,0.9,70-80%,8-14,152,137,90.13157894736842,289,215,74.39446366782006,15.737115279548362
Sandvik AB,Bayesian Calibrated,0.9,70-80%,15-21,128,117,91.40625,222,168,75.67567567567568,15.730574324324323
Sandvik AB,Bayesian Calibrated,0.9,70-80%,22-28,103,96,93.20388349514563,132,109,82.57575757575758,10.628125919388054
Sandvik AB,Bayesian Calibrated,0.9,70-80%,29-35,32,32,100.0,33,32,96.96969696969697,3.030303030303031
Sandvik AB,Bayesian Calibrated,0.9,70-80%,36+,157,142,90.44585987261146,191,143,74.86910994764398,15.576749924967487
Sandvik AB,Bayesian Calibrated,0.9,60-70%,8-14,70,54,77.14285714285715,149,93,62.41610738255034,14.726749760306816
Sandvik AB,Bayesian Calibrated,0.9,60-70%,15-21,111,106,95.4954954954955,251,176,70.1195219123506,25.375973583144898
Sandvik AB,Bayesian Calibrated,0.9,60-70%,0-7,63,50,79.36507936507937,154,111,72.07792207792207,7.287157287157299
Sandvik AB,Bayesian Calibrated,0.9,60-70%,22-28,49,46,93.87755102040816,72,54,75.0,18.877551020408163
Sandvik AB,Bayesian Calibrated,0.9,60-70%,29-35,18,15,83.33333333333334,19,15,78.94736842105263,4.385964912280713
Sandvik AB,Bayesian Calibrated,0.9,60-70%,36+,90,81,90.0,125,81,64.8,25.200000000000003
Sandvik AB,Bayesian Calibrated,0.9,50-60%,36+,34,29,85.29411764705883,48,29,60.416666666666664,24.87745098039216
Sandvik AB,Bayesian Calibrated,0.9,50-60%,29-35,4,4,100.0,5,4,80.0,20.0
Nordnet AB,Bayesian Calibrated,0.9,80-90%,15-21,17,17,100.0,22,21,95.45454545454545,4.545454545454547
Nordnet AB,Bayesian Calibrated,0.9,80-90%,8-14,23,23,100.0,47,47,100.0,0.0
Nordnet AB,Bayesian Calibrated,0.9,80-90%,0-7,1,1,100.0,12,10,83.33333333333334,16.666666666666657
Nordnet AB,Bayesian Calibrated,0.9,80-90%,36+,59,56,94.91525423728814,65,60,92.3076923076923,2.607561929595832
Nordnet AB,Bayesian Calibrated,0.9,80-90%,22-28,12,12,100.0,13,12,92.3076923076923,7.692307692307693
Nordnet AB,Bayesian Calibrated,0.9,80-90%,29-35,15,14,93.33333333333333,15,14,93.33333333333333,0.0
Nordnet AB,Bayesian Calibrated,0.9,70-80%,15-21,13,13,100.0,23,22,95.65217391304348,4.347826086956516
Nordnet AB,Bayesian Calibrated,0.9,70-80%,8-14,10,10,100.0,27,25,92.5925925925926,7.407407407407405
Nordnet AB,Bayesian Calibrated,0.9,70-80%,0-7,1,1,100.0,26,17,65.38461538461539,34.61538461538461
Nordnet AB,Bayesian Calibrated,0.9,70-80%,36+,30,28,93.33333333333333,33,31,93.93939393939394,-0.6060606060606091
Nordnet AB,Bayesian Calibrated,0.9,70-80%,22-28,11,11,100.0,17,14,82.35294117647058,17.64705882352942
Nordnet AB,Bayesian Calibrated,0.9,70-80%,29-35,10,8,80.0,11,8,72.72727272727273,7.272727272727266
Nordnet AB,Bayesian Calibrated,0.9,60-70%,15-21,4,4,100.0,8,6,75.0,25.0
Nordnet AB,Bayesian Calibrated,0.9,60-70%,8-14,7,7,100.0,31,25,80.64516129032258,19.354838709677423
Nordnet AB,Bayesian Calibrated,0.9,60-70%,36+,28,24,85.71428571428571,47,33,70.2127659574468,15.501519756838903
Nordnet AB,Bayesian Calibrated,0.9,60-70%,29-35,9,9,100.0,11,9,81.81818181818183,18.181818181818173
Nordnet AB,Bayesian Calibrated,0.9,60-70%,22-28,3,3,100.0,5,4,80.0,20.0
Nordnet AB,Bayesian Calibrated,0.9,60-70%,0-7,1,1,100.0,13,5,38.46153846153847,61.53846153846153
Nordnet AB,Bayesian Calibrated,0.9,50-60%,15-21,3,3,100.0,8,6,75.0,25.0
Nordnet AB,Bayesian Calibrated,0.9,50-60%,8-14,2,2,100.0,6,5,83.33333333333334,16.666666666666657
Nordnet AB,Bayesian Calibrated,0.9,50-60%,0-7,3,3,100.0,25,13,52.0,48.0
Nordnet AB,Bayesian Calibrated,0.9,50-60%,36+,7,5,71.42857142857143,10,7,70.0,1.4285714285714306
Nordnet AB,Bayesian Calibrated,0.9,50-60%,29-35,9,7,77.77777777777779,16,10,62.5,15.277777777777786
Nordnet AB,Bayesian Calibrated,0.9,50-60%,22-28,4,4,100.0,9,5,55.55555555555556,44.44444444444444
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,50-60%,15-21,0,0,,13,5,38.46153846153847,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,50-60%,8-14,0,0,,19,13,68.42105263157895,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,50-60%,36+,0,0,,79,51,64.55696202531645,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,50-60%,22-28,0,0,,12,5,41.66666666666667,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,50-60%,0-7,0,0,,8,5,62.5,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,50-60%,29-35,0,0,,11,5,45.45454545454545,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,70-80%,36+,0,0,,72,52,72.22222222222221,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,70-80%,8-14,0,0,,16,12,75.0,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,70-80%,0-7,0,0,,8,5,62.5,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,70-80%,29-35,0,0,,16,11,68.75,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,70-80%,15-21,0,0,,3,1,33.33333333333333,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,70-80%,22-28,0,0,,8,3,37.5,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,8-14,0,0,,19,14,73.68421052631578,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,0-7,0,0,,9,8,88.88888888888889,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,29-35,0,0,,28,11,39.285714285714285,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,36+,0,0,,91,70,76.92307692307693,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,15-21,0,0,,11,3,27.27272727272727,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,22-28,0,0,,3,2,66.66666666666666,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,80-90%,0-7,0,0,,2,2,100.0,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,80-90%,22-28,0,0,,5,5,100.0,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,80-90%,15-21,0,0,,5,3,60.0,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,80-90%,36+,0,0,,1,1,100.0,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,80-90%,8-14,0,0,,1,1,100.0,
Samhällsbyggnadsbolaget i Norden AB ser. B,Bayesian Calibrated,0.9,80-90%,29-35,0,0,,1,1,100.0,
Samhällsbyggnadsbo. i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,15-21,0,0,,5,4,80.0,
Samhällsbyggnadsbo. i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,8-14,0,0,,5,2,40.0,
Samhällsbyggnadsbo. i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,0-7,0,0,,4,4,100.0,
Samhällsbyggnadsbo. i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,36+,0,0,,18,12,66.66666666666666,
Samhällsbyggnadsbo. i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,29-35,0,0,,8,5,62.5,
Samhällsbyggnadsbo. i Norden AB ser. B,Bayesian Calibrated,0.9,60-70%,22-28,0,0,,11,6,54.54545454545454,
